1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME (Last; First),TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
251,Arizona,AZ,S,S0AZ00277,,Randy,Parraz,Parraz; Randy,,DEM,44435,15.33%,,,,,,
252,Arizona,AZ,S,S0AZ00319,,William,Koller,Koller; William,,W(DEM),48,0.02%,,,,,,
253,Arizona,AZ,S,n/a,,,,,Party Votes:,DEM,289866,,,,,,,
254,Arizona,AZ,S,S0AZ00301,,David F.,Nolan,Nolan; David F.,,LIB,2669,100.00%,,,80097,4.69%,,
255,Arizona,AZ,S,n/a,,,,,Party Votes:,LIB,2669,,,,,,,
256,Arizona,AZ,S,S0AZ00285,,Jerry,Joslyn,Joslyn; Jerry,,GRE,1948,100.00%,,,24603,1.44%,,
257,Arizona,AZ,S,n/a,,,,,Party Votes:,GRE,1948,,,,,,,
258,Arizona,AZ,S,S0AZ00244,,Ian ,Gilyeat,Gilyeat; Ian ,,W,,,,,5938,0.35%,,
259,Arizona,AZ,S,n/a,,Loyd,Ellis,Ellis; Loyd,,W,,,,,160,0.01%,,
260,Arizona,AZ,S,S0AZ00327 ,,Santos,Chavez,Chavez; Santos,,W,,,,,39,0.00%,,
261,Arizona,AZ,S,S0AZ00335 ,,Sydney ,Dudikoff,Dudikoff; Sydney ,,W,,,,,14,0.00%,,
262,Arizona,AZ,S,S6AZ00191,,Ray J. ,Caplette,Caplette; Ray J. ,,W,,,,,7,0.00%,,
263,Arizona,AZ,S,n/a,,,,,Total State Votes:,,887784,,,,1708484,,,
264,,,,n/a,,,,,,,,,,,,,,
265,Arkansas,AR,1,H0AR01083,,Rick,Crawford,Crawford; Rick,,REP,14461,71.79%,,,93224,51.79%,,
266,Arkansas,AR,1,H0AR01125,,Princella D.,Smith,Smith; Princella D.,,REP,5682,28.21%,,,,,,
267,Arkansas,AR,1,n/a,,,,,Party Votes:,REP,20143,,,,,,,
268,Arkansas,AR,1,H0AR01109,,Chad,Causey,Causey; Chad,,DEM,25854,26.98%,39402,51.47%,78267,43.48%,,
269,Arkansas,AR,1,H0AR01117,,Tim,Wooldridge,Wooldridge; Tim,,DEM,36809,38.41%,37156,48.53%,,,,
270,Arkansas,AR,1,H0AR01133,,David R.,Cook,Cook; David R.,,DEM,14158,14.77%,,,,,,
271,Arkansas,AR,1,H0AR01141,,Steve,Bryles,Bryles; Steve,,DEM,9650,10.07%,,,,,,
272,Arkansas,AR,1,H0AR01166,,Terry G.,Green,Green; Terry G.,,DEM,5094,5.32%,,,,,,
273,Arkansas,AR,1,H0AR01174,,Ben,Ponder,Ponder; Ben,,DEM,4270,4.46%,,,,,,
274,Arkansas,AR,1,n/a,,,,,Party Votes:,DEM,95835,,76558,,,,,
275,Arkansas,AR,1,H0AR01182,,Ken,Adler,Adler; Ken,,GRE,,,,,8320,4.62%,,
276,Arkansas,AR,1,H0AR01158,,Mickey,Higgins,Higgins; Mickey,,W,,,,,196,0.11%,,
277,Arkansas,AR,1,n/a,,,Scattered,Scattered,,W,,,,,9,0.00%,,
278,Arkansas,AR,1,n/a,,,,,District Votes:,,115978,,76558,,180016,,,
279,Arkansas,AR,,n/a,,,,,,,,,,,,,,
280,Arkansas,AR,2,H0AR02107,,Tim,Griffin,Griffin; Tim,,REP,24610,61.69%,,,122091,57.90%,,
281,Arkansas,AR,2,H0AR02115,,Scott,Wallace,Wallace; Scott,,REP,15285,38.31%,,,,,,
282,Arkansas,AR,2,n/a,,,,,Party Votes:,REP,39895,,,,,,,
283,Arkansas,AR,2,H0AR02131,,Joyce,Elliott,Elliott; Joyce,,DEM,30420,39.73%,37021,53.76%,80687,38.27%,,
284,Arkansas,AR,2,H0AR02123,,Robbie,Wills,Wills; Robbie,,DEM,21299,27.82%,31844,46.24%,,,,
285,Arkansas,AR,2,H0AR02156,,David,Boling,Boling; David,,DEM,14800,19.33%,,,,,,
286,Arkansas,AR,2,H0AR02164,,Patrick,Kennedy,Kennedy; Patrick,,DEM,5032,6.57%,,,,,,
287,Arkansas,AR,2,H0AR02149,,John,Adams,Adams; John,,DEM,5021,6.56%,,,,,,
288,Arkansas,AR,2,n/a,,,,,Party Votes:,DEM,76572,,68865,,,,,
289,Arkansas,AR,2,H0AR02172,,Lance,Levi,Levi; Lance,,IND,,,,,4421,2.10%,,
290,Arkansas,AR,2,H0AR02180,,Lewis,Kennedy,Kennedy; Lewis,,GRE,,,,,3599,1.71%,,
291,Arkansas,AR,2,n/a,,,Scattered,Scattered,,W,,,,,40,0.02%,,
292,Arkansas,AR,2,H8AR02118,,Danial,Suits,Suits; Danial,,W,,,,,14,0.01%,,
293,Arkansas,AR,2,n/a,,,,,District Votes:,,116467,,68865,,210852,,,
294,Arkansas,AR,,n/a,,,,,,,,,,,,,,
295,Arkansas,AR,3,H0AR03055,,Steve,Womack,Womack; Steve,,REP,19414,31.18%,18334,51.77%,148581,72.44%,,
296,Arkansas,AR,3,H0AR03063,,Cecile,Bledsoe,Bledsoe; Cecile,,REP,8253,13.25%,17080,48.23%,,,,
297,Arkansas,AR,3,H2AR03192,,Gunner,DeLay,DeLay; Gunner,,REP,8088,12.99%,,,,,,
298,Arkansas,AR,3,H0AR03022,,Bernie,Skoch,Skoch; Bernie,,REP,7092,11.39%,,,,,,
299,Arkansas,AR,3,H0AR03097,,Doug,Matayo,Matayo; Doug,,REP,6088,9.78%,,,,,,
300,Arkansas,AR,3,H0AR03048,,Kurt,Maddox,Maddox; Kurt,,REP,6037,9.70%,,,,,,
301,Arkansas,AR,3,H0AR03071,,Mike,Moore,Moore; Mike,,REP,4801,7.71%,,,,,,
302,Arkansas,AR,3,H0AR03089,,Steve,Lowry,Lowry; Steve,,REP,2491,4.00%,,,,,,
303,Arkansas,AR,3,n/a,,,,,Party Votes:,REP,62264,,35414,,,,,
304,Arkansas,AR,3,H0AR03030,,David,Whitaker,Whitaker; David,,DEM,Unopposed,,,,56542,27.56%,,
305,Arkansas,AR,3,n/a,,,,,District Votes:,,62264,,35414,,205123,,,
306,Arkansas,AR,,n/a,,,,,,,,,,,,,,
307,Arkansas,AR,4,H0AR04038,(I),Mike,Ross,Ross; Mike,,DEM,Unopposed,,,,102479,57.53%,,
308,Arkansas,AR,4,H0AR04079,,Beth Anne,Rankin,Rankin; Beth Anne,,REP,9761,55.37%,,,71526,40.15%,,
309,Arkansas,AR,4,H0AR04061,,Glenn,Gallas,Gallas; Glenn,,REP,7867,44.63%,,,,,,
310,Arkansas,AR,4,n/a,,,,,Party Votes:,REP,17628,,,,,,,
311,Arkansas,AR,4,H8AR04098,,Josh,Drake,Drake; Josh,,GRE,,,,,4129,2.32%,,
312,Arkansas,AR,4,n/a,,,,,District Votes:,,17628,,,,178134,,,
313,Arkansas,AR,H,n/a,,,,,Total State Votes:,,312337,,180837,,774125,,,
314,Arkansas,AR,,n/a,,,,,,,,,,,,,,
315,Arkansas,AR,,n/a,,,,,,,,,,,,,,
316,Arkansas,AR,S,S0AR00150,,John,Boozman,Boozman; John,,REP,75010,52.73%,,,451618,57.90%,,
317,Arkansas,AR,S,S4AR00046,,Jim,Holt,Holt; Jim,,REP,24826,17.45%,,,,,,
318,Arkansas,AR,S,S0AR00077,,Gilbert,Baker,Baker; Gilbert,,REP,16540,11.63%,,,,,,
319,Arkansas,AR,S,S0AR00069,,"Conrad ""Colonel""",Reynolds,"Reynolds; Conrad ""Colonel""",,REP,7128,5.01%,,,,,,
320,Arkansas,AR,S,S0AR00036,,Curtis,Coleman,Coleman; Curtis,,REP,6928,4.87%,,,,,,
321,Arkansas,AR,S,S0AR00085,,Kim,Hendren,Hendren; Kim,,REP,5551,3.90%,,,,,,
322,Arkansas,AR,S,S0AR00143,,Randy,Alexander,Alexander; Randy,,REP,4389,3.09%,,,,,,
323,Arkansas,AR,S,S0AR00044,,Fred,Ramey,Ramey; Fred,,REP,1888,1.33%,,,,,,
324,Arkansas,AR,S,n/a,,,,,Party Votes:,REP,142260,,,,,,,
325,Arkansas,AR,S,S8AR00112,(I),Blanche Lambert,Lincoln,Lincoln; Blanche Lambert,,DEM,146579,44.50%,134756,52.00%,288156,36.95%,,
326,Arkansas,AR,S,S0AR00168,,Bill,Halter,Halter; Bill,,DEM,140081,42.53%,124405,48.00%,,,,
327,Arkansas,AR,S,S0AR00176,,DC,Morrison,Morrison; DC,,DEM,42695,12.96%,,,,,,
328,Arkansas,AR,S,n/a,,,,,Party Votes:,DEM,329355,,259161,,,,,
329,Arkansas,AR,S,S0AR00135,,Trevor,Drown,Drown; Trevor,,IND,,,,,25234,3.24%,,
330,Arkansas,AR,S,S0AR00184,,John Laney III,Gray,Gray; John Laney; III,,GRE,,,,,14430,1.85%,,
331,Arkansas,AR,S,n/a,,,Scattered,Scattered,,W,,,,,376,0.05%,,
332,Arkansas,AR,S,S0AR00192,,"Stephan ""Troublemaker""",Hercher,"Hercher; Stephan ""Troublemaker""",,W,,,,,143,0.02%,,
333,Arkansas,AR,S,n/a,,,,,,,,,,,,,,
334,Arkansas,AR,S,n/a,,,,,Total State Votes:,,471615,,259161,,779957,,,
335,,,,n/a,,,,,,,,,,,,,,
336,California,CA,1,H8CA01109,(I),Mike,Thompson,Thompson; Mike,,DEM,74695,100.00%,,,147307,62.79%,,
337,California,CA,1,n/a,,,,,Party Votes:,DEM,74695,,,,,,,
338,California,CA,1,H0CA01148,,Loren,Hanks,Hanks; Loren,,REP,28115,60.46%,,,72803,31.03%,,
339,California,CA,1,H0CA01155,,Randy ,Franck,Franck; Randy ,,REP,18383,39.54%,,,,,,
340,California,CA,1,n/a,,,,,Party Votes:,REP,46498,,,,,,,
341,California,CA,1,H8CA01182,,Carol,Wolman,Wolman; Carol,,GRE,1818,100.00%,,,8486,3.62%,,
342,California,CA,1,n/a,,,,,Party Votes:,GRE,1818,,,,,,,
343,California,CA,1,H0CA01163,,Mike,Rodrigues,Rodrigues; Mike,,LIB,657,100.00%,,,5996,2.56%,,
344,California,CA,1,n/a,,,,,Party Votes:,LIB,657,,,,,,,
345,California,CA,1,n/a,,,,,District Votes:,,123668,,,,234592,,,
346,California,CA,,n/a,,,,,,,,,,,,,,
347,California,CA,2,H6CA02010,(I),Wally ,Herger,Herger; Wally ,,REP,57272,65.26%,,,130837,57.15%,,
348,California,CA,2,H0CA02120,,Pete ,Stiglich,Stiglich; Pete ,,REP,30487,34.74%,,,,,,
349,California,CA,2,n/a,,,,,Party Votes:,REP,87759,,,,,,,
350,California,CA,2,H0CA02138,,Jim,Reed,Reed; Jim,,DEM,42334,100.00%,,,98092,42.85%,,
351,California,CA,2,n/a,,,,,Party Votes:,DEM,42334,,,,,,,
352,California,CA,2,H0CA02146 ,,Mark A.,Jensen,Jensen; Mark A.,,W,,,,,11,0.00%,,
353,California,CA,2,n/a,,,,,District Votes:,,130093,,,,228940,,,
354,California,CA,,n/a,,,,,,,,,,,,,,
355,California,CA,3,H6CA34112,(I),Dan,Lungren,Lungren; Dan,,REP,71918,100.00%,,,131169,50.08%,,
356,California,CA,3,n/a,,,,,Party Votes:,REP,71918,,,,,,,
357,California,CA,3,H0CA03078,,Ami,Bera,Bera; Ami,,DEM,49022,100.00%,,,113128,43.19%,,
358,California,CA,3,n/a,,,,,Party Votes:,DEM,49022,,,,,,,
359,California,CA,3,H0CA03102,,Jerry L.,Leidecker,Leidecker; Jerry L.,,AIP,1614,100.00%,,,6577,2.51%,,
360,California,CA,3,n/a,,,,,Party Votes:,AIP,1614,,,,,,,
361,California,CA,3,H8CA03154,,Douglas Arthur,Tuma,Tuma; Douglas Arthur,,LIB,581,100.00%,,,6275,2.40%,,
362,California,CA,3,n/a,,,,,Party Votes:,LIB,581,,,,,,,
363,California,CA,3,H6CA03109,,Mike,Roskey,Roskey; Mike,,PAF,121,100.00%,,,4789,1.83%,,
364,California,CA,3,n/a,,,,,Party Votes:,PAF,121,,,,,,,
365,California,CA,3,n/a,,,,,District Votes:,,123256,,,,261938,,,
366,California,CA,,n/a,,,,,,,,,,,,,,
367,California,CA,4,H8CA04152,(I),Tom ,McClintock,McClintock; Tom ,,REP,89443,78.48%,,,186397,61.27%,,
368,California,CA,4,H0CA04142,,Michael,Babich,Babich; Michael,,REP,24528,21.52%,,,,,,
369,California,CA,4,n/a,,,,,Party Votes:,REP,113971,,,,,,,
370,California,CA,4,H0CA04134,,Clint,Curtis,Curtis; Clint,,DEM,50400,100.00%,,,95653,31.44%,,
371,California,CA,4,n/a,,,,,Party Votes:,DEM,50400,,,,,,,
372,California,CA,4,H0CA04159,,"Benjamin ""Ben""",Emery,"Emery; Benjamin ""Ben""",,GRE,728,100.00%,,,22179,7.29%,,
373,California,CA,4,n/a,,,,,Party Votes:,GRE,728,,,,,,,
374,California,CA,4,n/a,,,,,District Votes:,,165099,,,,304229,,,
375,California,CA,,n/a,,,,,,,,,,,,,,
376,California,CA,5,H6CA05195,(I),Doris,Matsui,Matsui; Doris,,DEM,56762,100.00%,,,124220,72.05%,,
377,California,CA,5,n/a,,,,,Party Votes:,DEM,56762,,,,,,,
378,California,CA,5,H8CA05159,,Paul A.,Smith,Smith; Paul A.,,REP,14588,56.68%,,,43577,25.28%,,
379,California,CA,5,H0CA05073,,Erik,Smitt,Smitt; Erik,,REP,11148,43.32%,,,,,,
380,California,CA,5,n/a,,,,,Party Votes:,REP,25736,,,,,,,
381,California,CA,5,H0CA05081,,Gerald Allen,Frink,Frink; Gerald Allen,,PAF,168,100.00%,,,4594,2.66%,,
382,California,CA,5,n/a,,,,,Party Votes:,PAF,168,,,,,,,
383,California,CA,5,H0CA05099 ,,Tony,Lacy,Lacy; Tony,,W,,,,,19,0.01%,,
384,California,CA,5,n/a,,,,,District Votes:,,82666,,,,172410,,,
385,California,CA,,n/a,,,,,,,,,,,,,,
386,California,CA,6,H2CA01045,(I),Lynn C.,Woolsey,Woolsey; Lynn C.,,DEM,92204,99.99%,,,172216,65.94%,,
387,California,CA,6,H6CA06193,,,,Halliwell; Michael J.,,W(DEM),11,0.01%,,,,,,
388,California,CA,6,n/a,,,,,Party Votes:,DEM,92215,,,,,,,
389,California,CA,6,H0CA06097,,Jim,Judd,Judd; Jim,,REP,27770,67.89%,,,77361,29.62%,,
390,California,CA,6,H6CA06193,,Michael,Halliwell,Halliwell; Michael,,REP,13136,32.11%,,,,,,
391,California,CA,6,n/a,,,,,Party Votes:,REP,40906,,,,,,,
392,California,CA,6,H0CA06113,,Eugene E.,Ruyle,Ruyle; Eugene E.,,PAF,185,100.00%,,,5915,2.26%,,
393,California,CA,6,n/a,,,,,Party Votes:,PAF,185,,,,,,,
394,California,CA,6,H0CA06105,,Joel,Smollen,Smollen; Joel,,LIB,617,100.00%,,,5660,2.17%,,
395,California,CA,6,n/a,,,,,Party Votes:,LIB,617,,,,,,,
396,California,CA,6,H0CA06121,,Daniel W.,Roberts,Roberts; Daniel W.,,W(AIP),27,100.00%,,,,,,
397,California,CA,6,n/a,,,,,Party Votes:,AIP,27,,,,,,,
398,California,CA,6,n/a,,,,,District Votes:,,133950,,,,261152,,,
399,California,CA,,n/a,,,,,,,,,,,,,,
400,California,CA,7,H6CA07043,(I),George ,Miller,Miller; George ,,DEM,52210,85.04%,,,122118,68.25%,,
401,California,CA,7,H0CA07111,,John,Fitzgerald,Fitzgerald; John,,DEM,9188,14.96%,,,,,,
402,California,CA,7,n/a,,,,,Party Votes:,DEM,61398,,,,,,,
403,California,CA,7,H0CA07103,,Rick,Tubbs,Tubbs; Rick,,REP,15245,57.07%,,,56798,31.75%,,
404,California,CA,7,H8CA07049,,Roger Allen,Petersen,Petersen; Roger Allen,,REP,6242,23.37%,,,,,,
405,California,CA,7,H8CA07031,,Virginia,Fuller,Fuller; Virginia,,REP,3662,13.71%,,,,,,
406,California,CA,7,H0CA00090,,Eugene ,Ray,Ray; Eugene ,,REP,1564,5.85%,,,,,,
407,California,CA,7,n/a,,,,,Party Votes:,REP,26713,,,,,,,
408,California,CA,7,n/a,,,,,District Votes:,,88111,,,,178916,,,
409,California,CA,,n/a,,,,,,,,,,,,,,
410,California,CA,8,H8CA05035,(I),Nancy,Pelosi,Pelosi; Nancy,,DEM,77175,100.00%,,,167957,80.07%,,
411,California,CA,8,n/a,,,,,Party Votes:,DEM,77175,,,,,,,
412,California,CA,8,H0CA08069,,John,Dennis,Dennis; John,,REP,7013,54.88%,,,31771,15.15%,,
413,California,CA,8,H8CA08062,,Dana,Walsh,Walsh; Dana,,REP,5766,45.12%,,,,,,
414,California,CA,8,n/a,,,,,Party Votes:,REP,12779,,,,,,,
415,California,CA,8,H0CA08085,,Gloria E.,La Riva,La Riva; Gloria E.,,PAF,216,100.00%,,,5161,2.46%,,
416,California,CA,8,n/a,,,,,Party Votes:,PAF,216,,,,,,,
417,California,CA,8,H6CA08173,,Philip ,Berg,Berg; Philip ,,LIB,361,100.00%,,,4843,2.31%,,
418,California,CA,8,n/a,,,,,Party Votes:,LIB,361,,,,,,,
419,California,CA,8,H0CA08077,,Summer ,Shields,Shields; Summer ,,W,,,,,24,0.01%,,
420,California,CA,8,n/a,,,,,District Votes:,,90531,,,,209756,,,
421,California,CA,,n/a,,,,,,,,,,,,,,
422,California,CA,9,H8CA09060,(I),Barbara,Lee,Lee; Barbara,,DEM,82951,100.00%,,,180400,84.27%,,
423,California,CA,9,n/a,,,,,Party Votes:,DEM,82951,,,,,,,
424,California,CA,9,H0CA09075,,Gerald ,Hashimoto,Hashimoto; Gerald ,,REP,10067,100.00%,,,23054,10.77%,,
425,California,CA,9,n/a,,,,,Party Votes:,REP,10067,,,,,,,
426,California,CA,9,H0CA09083,,Dave,Heller,Heller; Dave,,GRE,1915,100.00%,,,4848,2.26%,,
427,California,CA,9,n/a,,,,,Party Votes:,GRE,1915,,,,,,,
428,California,CA,9,H2CA09097,,James,Eyer,Eyer; James,,LIB,292,100.00%,,,4113,1.92%,,
429,California,CA,9,n/a,,,,,Party Votes:,LIB,292,,,,,,,
430,California,CA,9,H0CA09091,,Larry,Allen,Allen; Larry,,PAF,205,100.00%,,,1670,0.78%,,
431,California,CA,9,n/a,,,,,Party Votes:,PAF,205,,,,,,,
432,California,CA,9,n/a,,,,,District Votes:,,95430,,,,214085,,,
433,California,CA,,n/a,,,,,,,,,,,,,,
434,California,CA,10,H0CA10149,(I),John,Garamendi,Garamendi; John,,DEM,62138,100.00%,,,137578,58.84%,,
435,California,CA,10,n/a,,,,,Party Votes:,DEM,62138,,,,,,,
436,California,CA,10,H0CA10180,,Gary,Clift,Clift; Gary,,REP,25331,54.60%,,,88512,37.86%,,
437,California,CA,10,H0CA10230,,Buddy,Burke,Burke; Buddy,,REP,21060,45.40%,,,,,,
438,California,CA,10,n/a,,,,,Party Votes:,REP,46391,,,,,,,
439,California,CA,10,H0CA10164,,Jeremy,Cloward,Cloward; Jeremy,,GRE,502,100.00%,,,7716,3.30%,,
440,California,CA,10,n/a,,,,,Party Votes:,GRE,502,,,,,,,
441,California,CA,10,H0CA10214,,"Jerome H. ""Jerry""",Denham,"Denham; Jerome H. ""Jerry""",,AIP,1058,100.00%,,,,,,
442,California,CA,10,n/a,,,,,Party Votes:,AIP,1058,,,,,,,
443,California,CA,10,n/a,,,,,District Votes:,,110089,,,,233806,,,
444,California,CA,,n/a,,,,,,,,,,,,,,
445,California,CA,11,H4CA11081,(I),Jerry,McNerney,McNerney; Jerry,,DEM,48772,100.00%,,,115361,47.97%,,
446,California,CA,11,n/a,,,,,Party Votes:,DEM,48772,,,,,,,
447,California,CA,11,H0CA10123,,David,Harmer,Harmer; David,,REP,24626,36.44%,,,112703,46.86%,,
448,California,CA,11,H0CA11303,,Brad,Goehring,Goehring; Brad,,REP,18300,27.08%,,,,,,
449,California,CA,11,H0CA11337,,"Antonio C. ""Tony""",Amador,"Amador; Antonio C. ""Tony""",,REP,13355,19.76%,,,,,,
450,California,CA,11,H0CA11352,,Elizabeth,Emken,Emken; Elizabeth,,REP,11306,16.73%,,,,,,
451,California,CA,11,n/a,,,,,Party Votes:,REP,67587,,,,,,,
452,California,CA,11,H0CA11360,,David,Christensen,Christensen; David,,AIP,1291,100.00%,,,12439,5.17%,,
453,California,CA,11,n/a,,,,,Party Votes:,AIP,1291,,,,,,,
454,California,CA,11,n/a,,,,,District Votes:,,117650,,,,240503,,,
455,California,CA,,n/a,,,,,,,,,,,,,,
456,California,CA,12,H8CA12171,(I),Jackie ,Speier,Speier; Jackie ,,DEM,64770,100.00%,,,152044,75.58%,,
457,California,CA,12,n/a,,,,,Party Votes:,DEM,64770,,,,,,,
458,California,CA,12,H8CA12148,,Mike,Moloney,Moloney; Mike,,REP,20460,97.26%,,,44475,22.11%,,
459,California,CA,12,H0CA12095,,Michael Douglas,Parker,Parker; Michael Douglas,,W(REP),576,2.74%,,,,,,
460,California,CA,12,n/a,,,,,Party Votes:,REP,21036,,,,,,,
461,California,CA,12,H0CA12087,,Mark Paul,Williams,Williams; Mark Paul,,LIB,313,100.00%,,,4611,2.29%,,
462,California,CA,12,n/a,,,,,Party Votes:,LIB,313,,,,,,,
463,California,CA,12,H0CA12103,,Joseph Michael,Harding,Harding; Joseph Michael,,W,,,,,32,0.02%,,
464,California,CA,12,n/a,,,,,District Votes:,,86119,,,,201162,,,
465,California,CA,,n/a,,,,,,,,,,,,,,
466,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,Stark; Fortney Pete,,DEM,48603,84.35%,,,118278,71.95%,,
467,California,CA,13,H0CA13093,,Justin ,Jelincic,Jelincic; Justin ,,DEM,9021,15.65%,,,,,,
468,California,CA,13,n/a,,,,,Party Votes:,DEM,57624,,,,,,,
469,California,CA,13,H0CA13101,,Forest ,Baker,Baker; Forest ,,REP,10591,54.53%,,,45575,27.73%,,
470,California,CA,13,H0CA13085,,Luis,Garcia,Garcia; Luis,,REP,8831,45.47%,,,,,,
471,California,CA,13,n/a,,,,,Party Votes:,REP,19422,,,,,,,
472,California,CA,13,H0CA13119,,Chris,Pareja,Pareja; Chris,,W,,,,,525,0.32%,,
473,California,CA,13,n/a,,,,,District Votes:,,77046,,,,164378,,,
474,California,CA,,n/a,,,,,,,,,,,,,,
475,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,Eshoo; Anna G.,,DEM,66978,100.00%,,,151217,69.09%,,
476,California,CA,14,n/a,,,,,Party Votes:,DEM,66978,,,,,,,
477,California,CA,14,H0CA14075,,Dave,Chapman,Chapman; Dave,,REP,17783,52.98%,,,60917,27.83%,,
478,California,CA,14,H8CA14169,,Ronny,Santana,Santana; Ronny,,REP,15783,47.02%,,,,,,
479,California,CA,14,n/a,,,,,Party Votes:,REP,33566,,,,,,,
480,California,CA,14,H0CA14083,,Paul,Lazaga,Lazaga; Paul,,LIB,624,100.00%,,,6735,3.08%,,
481,California,CA,14,n/a,,,,,Party Votes:,LIB,624,,,,,,,
482,California,CA,14,n/a,,,,,District Votes:,,101168,,,,218869,,,
483,California,CA,,n/a,,,,,,,,,,,,,,
484,California,CA,15,H0CA15148,(I),Mike,Honda,Honda; Mike,,DEM,57662,100.00%,,,126147,67.60%,,
485,California,CA,15,n/a,,,,,Party Votes:,DEM,57662,,,,,,,
486,California,CA,15,H0CA15205,,Scott,Kirkland,Kirkland; Scott,,REP,12992,38.78%,,,60468,32.40%,,
487,California,CA,15,H0CA15189,,Don ,Barich,Barich; Don ,,REP,12314,36.75%,,,,,,
488,California,CA,15,H4CA15058,,Raymond L.,Chukwu,Chukwu; Raymond L.,,REP,8200,24.47%,,,,,,
489,California,CA,15,n/a,,,,,Party Votes:,REP,33506,,,,,,,
490,California,CA,15,n/a,,,,,District Votes:,,91168,,,,186615,,,
491,California,CA,,n/a,,,,,,,,,,,,,,
492,California,CA,16,H4CA16049,(I),Zoe,Lofgren,Lofgren; Zoe,,DEM,48757,100.00%,,,105841,67.82%,,
493,California,CA,16,n/a,,,,,Party Votes:,DEM,48757,,,,,,,
494,California,CA,16,H0CA16104,,Daniel,Sahagun,Sahagun; Daniel,,REP,2935,91.15%,,,37913,24.29%,,
495,California,CA,16,H0CA16096,,Edward ,Gonzalez,Gonzalez; Edward ,,W(REP),285,8.85%,,,,,,
496,California,CA,16,n/a,,,,,Party Votes:,REP,3220,,,,,,,
497,California,CA,16,H0CA16096,,Edward ,Gonzalez,Gonzalez; Edward ,,LIB,319,100.00%,,,12304,7.88%,,
498,California,CA,16,n/a,,,,,Party Votes:,LIB,319,,,,,,,
499,California,CA,16,n/a,,,,,District Votes:,,52296,,,,156058,,,
500,California,CA,,n/a,,,,,,,,,,,,,,
501,California,CA,17,H4CA17021,(I),Sam,Farr,Farr; Sam,,DEM,52689,88.79%,,,118734,66.65%,,
502,California,CA,17,H6CA16069,,Arthur V.,Dunn,Dunn; Arthur V.,,DEM,6653,11.21%,,,,,,
503,California,CA,17,n/a,,,,,Party Votes:,DEM,59342,,,,,,,
504,California,CA,17,H8CA17089,,Jeff,Taylor,Taylor; Jeff,,REP,17790,61.09%,,,53176,29.85%,,
505,California,CA,17,H0CA17110,,Gary Richard,Arnold,Arnold; Gary Richard,,REP,6192,21.26%,,,,,,
506,California,CA,17,H0CA17144,,Pete ,Andresen,Andresen; Pete ,,REP,5125,17.60%,,,,,,
507,California,CA,17,H0CA17177,,Michael Robert,Le Barre,Le Barre; Michael Robert,,W(REP),12,0.04%,,,,,,
508,California,CA,17,n/a,,,,,Party Votes:,REP,29119,,,,,,,
509,California,CA,17,H0CA17151,,Eric,Petersen,Petersen; Eric,,GRE,600,100.00%,,,3397,1.91%,,
510,California,CA,17,n/a,,,,,Party Votes:,GRE,600,,,,,,,
511,California,CA,17,H0CA17128,,Mary V.,Larkin,Larkin; Mary V.,,LIB,334,100.00%,,,2742,1.54%,,
512,California,CA,17,n/a,,,,,Party Votes:,LIB,334,,,,,,,
513,California,CA,17,H0CA17185 ,,Ronald P.,Kabat,Kabat; Ronald P.,,W,,,,,90,0.05%,,
514,California,CA,17,n/a,,,,,District Votes:,,89395,,,,178139,,,
515,California,CA,,n/a,,,,,,,,,,,,,,
516,California,CA,18,H2CA18056,(I),Dennis,Cardoza,Cardoza; Dennis,,DEM,28748,100.00%,,,72853,58.48%,,
517,California,CA,18,n/a,,,,,Party Votes:,DEM,28748,,,,,,,
518,California,CA,18,H0CA18050,,Michael Clare Sr.,Berryhill,Berryhill; Michael Clare; Sr.,,REP,23978,100.00%,,,51716,41.52%,,
519,California,CA,18,n/a,,,,,Party Votes:,REP,23978,,,,,,,
520,California,CA,18,n/a,,,,,District Votes:,,52726,,,,124569,,,
521,California,CA,,n/a,,,,,,,,,,,,,,
522,California,CA,19,H0CA19173,,Jeff,Denham,Denham; Jeff,,REP,26594,36.30%,,,128394,64.55%,,
523,California,CA,19,H0CA19140,,Jim,Patterson,Patterson; Jim,,REP,22355,30.51%,,,,,,
524,California,CA,19,H2CA11051,,Richard,Pombo,Pombo; Richard,,REP,15196,20.74%,,,,,,
525,California,CA,19,H0CA19181,,Larry ,Westerlund,Westerlund; Larry ,,REP,9126,12.46%,,,,,,
526,California,CA,19,n/a,,,,,Party Votes:,REP,73271,,,,,,,
527,California,CA,19,H0CA19132,,Loraine,Goodwin,Goodwin; Loraine,,DEM,20452,52.56%,,,69912,35.15%,,
528,California,CA,19,H0CA19124,,Les,Marsden,Marsden; Les,,DEM,18457,47.44%,,,596,0.30%,,
529,California,CA,19,n/a,,,,,Party Votes:,DEM,38909,,,,,,,
530,California,CA,19,n/a,,,,,District Votes:,,112180,,,,198902,,,
531,California,CA,,n/a,,,,,,,,,,,,,,
